Fbtid,chromosome,start,end,name,length,fam_length,gapRate,seqID,divergence,family,gc
FBti0061935,2R,543184,543852,gypsy8{}3874,669,4955,89.83%,88.05%,0.04912,gypsy8,49.6626686656672
FBti0062498,3L,23098822,23098984,gypsy8{}4437,163,4955,96.75%,88.20%,0.06843,gypsy8,45.4671600370028
FBti0062501,3L,23117266,23117608,gypsy8{}4440,343,4955,93.66%,82.59%,0.13552,gypsy8,38.2578992314261
FBti0062516,3L,23148955,23149731,gypsy8{}4455,777,4955,84.76%,84.56%,0.114877,gypsy8,46.4697406340058
FBti0062517,3L,23179188,23179270,gypsy8{}4456,83,4955,98.37%,83.95%,0.08064,gypsy8,36.983669548511
FBti0062519,3L,23185541,23185585,gypsy8{}4458,45,4955,99.09%,88.89%,0,gypsy8,36.986301369863
FBti0062880,4,166528,167093,gypsy8{}4819,566,4955,90.02%,82.04%,0.13863,gypsy8,44.8732943469786
FBti0062933,2L,21645086,21645247,gypsy8{}4872,162,4955,96.92%,81.05%,0.14665,gypsy8,44.3108233117484
FBti0063084,2R,1421465,1422084,gypsy8{}5023,620,4955,89.74%,86.90%,0.04366,gypsy8,47.1935853379152
FBti0063087,2R,1520951,1521251,gypsy8{}5026,301,4955,94.71%,86.74%,0.06794,gypsy8,44.304347826087
FBti0063212,2R,596170,596610,gypsy8{}5151,441,4955,93.11%,87.93%,0.03587,gypsy8,41.9672131147541
FBti0063214,2R,637331,637552,gypsy8{}5153,222,4955,95.56%,85.45%,0.05728,gypsy8,34.6240432237731
FBti0063226,2R,717672,717798,gypsy8{}5165,127,4955,97.54%,80.33%,0.19912,gypsy8,34.2897460018815
FBti0063229,2R,759216,764149,gypsy8{}5168,4934,4955,0.71%,99.68%,0,gypsy8,53.7862397230636
FBti0063340,3L,23272713,23273061,gypsy8{}5279,349,4955,93.69%,82.54%,1.00E-05,gypsy8,40.2896081771721
FBti0063341,3L,23293355,23293490,gypsy8{}5280,136,4955,97.44%,88.19%,0.03655,gypsy8,53.9362699156514
FBti0063343,3L,23293491,23294922,gypsy8{}5282,1432,4955,78.76%,89.99%,0,gypsy8,53.8192419825073
FBti0063345,3L,23297696,23306195,gypsy8{}5284,8500,4955,74.70%,89.73%,0.087998,gypsy8,50.9333333333333
FBti0063347,3L,23310748,23310843,gypsy8{}5286,96,4955,98.08%,81.05%,0,gypsy8,38.9790076335878
FBti0063368,4,18281,23344,gypsy8{}5307,5064,4955,59.18%,87.74%,0.120454,gypsy8,53.4900184057766
FBti0063530,4,269770,269804,gypsy8{}5469,35,4955,99.29%,91.43%,0.06897,gypsy8,38.3480825958702
FBti0060075,2R,847887,856809,gypsy9{}2014,8923,5349,50.54%,89.41%,0.377904,gypsy9,42.0527375938473
FBti0060106,4,648557,648696,gypsy9{}2045,140,5349,97.38%,87.14%,0.08262,gypsy9,32.398316970547
FBti0062207,3L,23554917,23556362,gypsy9{}4146,1446,5349,75.28%,76.47%,0.017204,gypsy9,42.0777713290772
FBti0062542,3L,23057887,23058070,gypsy9{}4481,184,5349,96.64%,73.89%,0.00048,gypsy9,34.6471127406049
FBti0062543,3L,23059521,23059717,gypsy9{}4482,197,5349,96.36%,78.97%,0.30428,gypsy9,36.0655737704918
FBti0062730,3L,23623580,23625024,gypsy9{}4669,1445,5349,75.91%,77.56%,0.009328,gypsy9,42.1312427409988
FBti0062948,2L,21556286,21556376,gypsy9{}4887,91,5349,98.32%,76.67%,0.00456,gypsy9,44.3062200956938
FBti0062971,3L,3200580,3200624,gypsy9{}4910,45,5349,99.16%,82.22%,0.0706,gypsy9,49.9021526418787
FBti0063260,2R,757403,757631,gypsy9{}5199,229,5349,95.80%,73.78%,0.30171,gypsy9,42.0107719928187
FBti0063362,3L,23316443,23316501,gypsy9{}5301,59,5349,98.92%,77.59%,0.19088,gypsy9,34.7762645914397
FBti0059938,X,3322741,3322881,gypsy{}1877,141,7469,98.11%,86.52%,0,gypsy,37.5233644859813
FBti0060179,X,21541058,21543419,gypsy{}2118,2362,7469,68.76%,86.88%,0.101238,gypsy,42.7097661623109
FBti0060418,3L,23729100,23730075,gypsy{}2357,976,7469,87.43%,81.34%,0.00057,gypsy,32.0228494623656
FBti0060874,2R,720724,724812,gypsy{}2813,4089,7469,54.23%,74.43%,0.332798,gypsy,47.568988173456
FBti0019103,2L,1301807,1302288,gypsy{}286,482,7469,93.55%,100.00%,0,gypsy,39.5002015316405
FBti0061577,3R,26359577,26359622,gypsy{}3516,46,7469,99.40%,88.89%,0.09847,gypsy,42.1798631476051
FBti0061757,3R,18500,18887,gypsy{}3696,388,7469,94.95%,84.92%,0.1202,gypsy,36.5731043150398
FBti0061859,3L,23208776,23209000,gypsy{}3798,225,7469,97.15%,83.57%,0,gypsy,38.4892086330935
FBti0062212,3L,23587813,23593853,gypsy{}4151,6041,7469,71.77%,77.34%,0.24422,gypsy,41.8283582089552
FBti0062558,3R,541745,543173,gypsy{}4497,1429,7469,81.36%,71.67%,0.15472,gypsy,38.1563593932322
FBti0062646,3L,23291049,23292022,gypsy{}4585,974,7469,87.16%,84.60%,0.13651,gypsy,44.8217888365837
FBti0062702,3L,23790265,23790600,gypsy{}4641,336,7469,95.60%,76.90%,0.12202,gypsy,44.6061643835616
FBti0062705,3L,23788998,23790279,gypsy{}4644,1282,7469,84.37%,78.53%,0.261907,gypsy,45.0639853747715
FBti0062758,4,2217,2505,gypsy{}4697,289,7469,96.14%,68.75%,0.4134,gypsy,49.8251748251748
FBti0064131,X,21042004,21042474,gypsy{}6070,471,7469,94.26%,80.51%,0.225812,gypsy,38.8259109311741
FBti0019898,2R,936722,944187,gypsy{}615,7466,7469,0.04%,99.95%,0,gypsy,45.2614896988906
FBti0064217,2L,22174048,22174202,gypsy{}6156,155,7469,97.94%,80.52%,0.20392,gypsy,40.1578458681523
FBti0064218,2L,22245276,22245380,gypsy{}6157,105,7469,98.69%,80.61%,0.23102,gypsy,36.6920152091255
FBti0020139,3L,17854929,17856585,hopper2{}1028,1657,1593,3.86%,100.00%,0.003115,hopper2,37.089715536105
FBti0020141,3L,17864436,17866186,hopper2{}1030,1751,1593,9.02%,99.62%,0.000676,hopper2,35.6
FBti0060239,3L,21945648,21946307,hopper2{}2178,660,1593,59.98%,94.57%,0.029641,hopper2,36.7293233082707
FBti0061360,3L,23001390,23001506,hopper2{}3299,117,1593,92.66%,73.50%,0.10951,hopper2,36.4366729678639
FBti0061993,3L,23062529,23062812,hopper2{}3932,284,1593,83.42%,78.65%,0.070016,hopper2,32.0052539404553
FBti0062033,2L,19022236,19022665,hopper2{}3972,430,1593,78.06%,73.90%,0.1625,hopper2,42.4217462932455
FBti0062247,2L,21385964,21386569,hopper2{}4186,606,1593,65.17%,74.82%,0.073354,hopper2,36.2135176651306
FBti0062443,X,22321446,22321573,hopper2{}4382,128,1593,91.96%,75.00%,0.09909,hopper2,42.4270931326435
FBti0019800,2L,20168666,20170251,hopper2{}442,1586,1593,6.28%,93.11%,0.008503,hopper2,34.2721695482432
FBti0062628,3R,419334,419796,hopper2{}4567,463,1593,72.38%,77.75%,0.067867,hopper2,38.2615759545085
FBti0019818,2L,20211780,20213247,hopper2{}460,1468,1593,11.17%,92.64%,0.00468,hopper2,33.5928489042676
FBti0019819,2L,20213659,20218301,hopper2{}461,4643,1593,68.61%,92.42%,0.010618,hopper2,42.078313253012
FBti0063743,2R,1534519,1534672,hopper2{}5682,154,1593,90.47%,76.97%,0.19185,hopper2,33.1630283325592
FBti0063758,2R,11197095,11197302,hopper2{}5697,208,1593,87.08%,79.13%,0.05329,hopper2,40.5980969642048
FBti0020142,3L,17865781,17866186,hopper{}1031,406,1435,73.12%,91.03%,0.048448,hopper,33.5411471321696
FBti0019624,X,11162651,11164085,hopper{}105,1435,1435,0.00%,99.51%,0.001397,hopper,36.5463016889924
FBti0020292,3L,23172315,23173742,hopper{}1181,1428,1435,1.46%,98.24%,0.008238,hopper,35.318155283129
FBti0020306,3R,585500,586929,hopper{}1210,1430,1435,0.35%,98.39%,0,hopper,36.5704286964129
FBti0020381,3R,14157561,14158996,hopper{}1383,1436,1435,0.07%,99.79%,0,hopper,33.9737991266376
FBti0020390,3R,23682537,23683961,hopper{}1438,1425,1435,0.70%,98.32%,0.000702,hopper,38.7266355140187
FBti0019677,X,21125785,21126312,hopper{}205,528,1435,63.59%,95.61%,0.007433,hopper,39.0427215189873
FBti0019718,X,21841727,21843158,hopper{}246,1432,1435,0.21%,99.58%,0.001399,hopper,33.3527696793003
FBti0060588,2L,22344639,22344728,hopper{}2527,90,1435,93.80%,76.40%,0.16597,hopper,34.8180076628352
FBti0019757,2L,11614108,11615544,hopper{}343,1437,1435,0.14%,99.79%,0,hopper,37.4272409778813
FBti0061649,2R,5085717,5086012,hopper{}3588,296,1435,81.36%,76.84%,0.06961,hopper,41.4814814814815
FBti0019555,X,3358295,3359640,hopper{}36,1346,1435,6.74%,97.09%,0.018541,hopper,38.7144992526158
FBti0019760,2L,14466054,14467488,hopper{}368,1435,1435,0.00%,98.19%,0.005703,hopper,36.6045428072219
FBti0062233,2L,21385796,21385871,hopper{}4172,76,1435,94.70%,81.58%,0.07808,hopper,34.0077071290944
FBti0062586,3R,419859,419951,hopper{}4525,93,1435,93.59%,78.26%,0.04858,hopper,38.3843212237094
FBti0062722,2L,20168532,20168641,hopper{}4661,110,1435,92.56%,89.72%,0,hopper,32.9696394686907
FBti0062723,2L,20175701,20175776,hopper{}4662,76,1435,95.07%,92.96%,0.06092,hopper,40.5587668593449
FBti0062724,2L,20211648,20211755,hopper{}4663,108,1435,92.70%,89.52%,0,hopper,32.8747628083491
FBti0062749,2L,20218326,20218435,hopper{}4688,110,1435,92.56%,89.72%,0,hopper,40.3317535545024
FBti0062809,X,174614,174686,hopper{}4748,73,1435,94.91%,82.19%,0.04856,hopper,32.9150579150579
FBti0019901,2R,1126182,1127655,hopper{}634,1474,1435,21.31%,90.32%,0.052162,hopper,35.5312410020155
FBti0019904,2R,1196671,1198118,hopper{}643,1448,1435,1.04%,97.14%,0.015087,hopper,32.4340005802147
FBti0019974,2R,3027483,3028916,hopper{}762,1434,1435,0.07%,99.30%,0.004203,hopper,40.0815613166327
FBti0019601,X,7739814,7741246,hopper{}82,1433,1435,0.28%,95.95%,0.008216,hopper,39.6561771561772
FBti0020247,3L,23411428,23415022,invader1{}1136,3595,4032,27.21%,77.90%,0.075226,invader1,36.8072935287808
FBti0020290,3L,23191125,23191406,invader1{}1179,282,4032,93.03%,98.22%,0.01468,invader1,35.8457493426819
FBti0020293,3L,23543367,23546892,invader1{}1182,3526,4032,18.32%,94.41%,0.052159,invader1,38.1969587255612
FBti0020332,3R,8295559,8295977,invader1{}1297,419,4032,89.61%,99.76%,0,invader1,44.4995864350703
FBti0020335,3R,8298173,8298364,invader1{}1301,192,4032,95.24%,98.96%,0,invader1,41.0771337288909
FBti0020349,3R,8304053,8304472,invader1{}1315,420,4032,89.58%,98.81%,0,invader1,40.3472509301364
FBti0020352,3R,8305667,8306008,invader1{}1318,342,4032,91.52%,99.42%,0,invader1,44.5536095685604
FBti0020355,3R,8306893,8307312,invader1{}1321,420,4032,89.58%,99.29%,0,invader1,43.7784208350558
FBti0020358,3R,8308495,8308916,invader1{}1324,422,4032,89.53%,99.05%,0,invader1,43.2052870714581
FBti0020362,3R,8312020,8312437,invader1{}1328,418,4032,89.63%,98.80%,0,invader1,44.9317335539926
FBti0020365,3R,8313631,8313973,invader1{}1331,343,4032,91.49%,99.42%,0,invader1,44.534585824082
FBti0020368,3R,8314858,8315277,invader1{}1334,420,4032,89.58%,99.29%,0,invader1,43.7784208350558
FBti0020371,3R,8316460,8316881,invader1{}1337,422,4032,89.53%,99.05%,0,invader1,43.2052870714581
FBti0020375,3R,8323419,8323839,invader1{}1341,421,4032,89.56%,99.76%,0,invader1,43.0165289256198
FBti0020379,3R,8325492,8325912,invader1{}1345,421,4032,89.56%,99.76%,0,invader1,42.3140495867769
FBti0019503,4,930595,931016,invader1{}1540,422,4032,89.53%,99.53%,0.00481,invader1,40.1073936389921
FBti0059717,3R,8299536,8299933,invader1{}1656,398,4032,90.13%,97.74%,0,invader1,44.8060075093867
FBti0059718,3R,8301127,8301525,invader1{}1657,399,4032,90.10%,97.74%,0,invader1,44.9124270225188
FBti0059719,3R,8302720,8303107,invader1{}1658,388,4032,90.38%,98.71%,0,invader1,40.8043569333892
FBti0060049,X,3690427,3690842,invader1{}1988,416,4032,89.87%,86.80%,0.02959,invader1,38.343685300207
FBti0060094,2L,22172944,22173259,invader1{}2033,316,4032,92.19%,86.03%,0.0338,invader1,37.3920552677029
FBti0060095,2L,22215428,22215753,invader1{}2034,326,4032,92.37%,72.17%,0.24892,invader1,35.7573149741824
FBti0060097,2L,22245573,22245836,invader1{}2036,264,4032,93.48%,73.38%,0.3404,invader1,37.0583038869258
FBti0060253,2R,2271661,2280389,invader1{}2192,8729,4032,53.96%,99.15%,0.005046,invader1,41.6107382550336
FBti0060254,2R,2199690,2206648,invader1{}2193,6959,4032,53.18%,73.72%,0.399901,invader1,42.7439160526903
FBti0060359,2R,2322020,2322072,invader1{}2298,53,4032,98.69%,75.47%,0.30266,invader1,39.766081871345
FBti0060361,2R,2347658,2347820,invader1{}2300,163,4032,95.96%,80.98%,0.20701,invader1,44.4033302497687
FBti0060362,2R,2369556,2369724,invader1{}2301,169,4032,95.94%,73.17%,0.32773,invader1,40.2214022140221
FBti0060506,X,21961948,21962310,invader1{}2445,363,4032,91.05%,85.04%,0.069859,invader1,37.1295512277731
FBti0060669,X,21843868,21844209,invader1{}2608,342,4032,91.65%,86.35%,0.06581,invader1,34.4871794871795
FBti0060677,2L,22270257,22270860,invader1{}2616,604,4032,85.22%,71.69%,0.24167,invader1,38.1336405529954
FBti0060679,2L,22328111,22328464,invader1{}2618,354,4032,91.36%,87.11%,0.08058,invader1,40.9013605442177
FBti0060682,2L,22408089,22408368,invader1{}2621,280,4032,93.53%,80.53%,0.00447,invader1,43.2456140350877
FBti0060684,2L,22409494,22409773,invader1{}2623,280,4032,93.61%,79.54%,0,invader1,39.640035118525
FBti0060686,2L,22410897,22411176,invader1{}2625,280,4032,93.61%,79.54%,0.003844,invader1,39.4736842105263
FBti0060688,2L,22413694,22413973,invader1{}2627,280,4032,93.53%,79.77%,0,invader1,39.4644424934153
FBti0060689,2L,22415073,22415352,invader1{}2628,280,4032,93.53%,79.77%,0.00791,invader1,39.0789473684211
FBti0061318,X,21874172,21874262,invader1{}3257,91,4032,97.77%,90.00%,0.01145,invader1,39.5693779904306
FBti0061762,2R,1217145,1217446,invader1{}3701,302,4032,92.64%,86.53%,0.06507,invader1,35.1151673185571
FBti0062010,3L,23135984,23136411,invader1{}3949,428,4032,89.47%,84.94%,0.03488,invader1,37.2734761120264
FBti0062912,2L,21656660,21657030,invader1{}4851,371,4032,90.91%,85.83%,0,invader1,38.6497890295359
FBti0018977,2R,931587,932007,invader1{}613,421,4032,89.56%,99.29%,0.00727,invader1,41.6115702479339
FBti0018978,2R,1430750,1434776,invader1{}677,4027,4032,0.12%,99.18%,0.005717,invader1,40.8396946564885
FBti0018979,2R,1505476,1506291,invader1{}694,816,4032,80.41%,88.41%,0.038557,invader1,38.7566607460036
FBti0018980,2R,2509705,2510120,invader1{}757,416,4032,89.71%,98.80%,0.0065,invader1,34.4927536231884
FBti0020198,3L,21874287,21874557,invader2{}1087,271,5124,94.73%,98.89%,0.01112,invader2,39.021164021164
FBti0020280,3L,23264861,23269916,invader2{}1169,5056,5124,1.33%,99.19%,0,invader2,33.999433106576
FBti0019710,X,21810777,21815099,invader2{}238,4323,5124,15.67%,97.92%,0.020036,invader2,36.0056925996205
FBti0060635,2L,22269460,22273050,invader2{}2574,3591,5124,45.62%,74.59%,0.242564,invader2,37.0304114490161
FBti0060870,2R,649464,651283,invader2{}2809,1820,5124,70.28%,79.95%,0.23885,invader2,37.4443571615606
FBti0060871,2R,652627,656909,invader2{}2810,4283,5124,17.59%,98.26%,0,invader2,40.0191021967526
FBti0060947,3L,23752180,23752453,invader2{}2886,274,5124,94.76%,93.31%,0.035293,invader2,36.487676056338
FBti0062245,2L,21395164,21395423,invader2{}4184,260,5124,95.01%,92.58%,0.03668,invader2,37.5221238938053
FBti0062780,2L,20202050,20202315,invader2{}4719,266,5124,94.81%,97.37%,0.007603,invader2,33.495145631068
FBti0062837,X,19815504,19815605,invader2{}4776,102,5124,98.01%,70.59%,0.46539,invader2,41.3333333333333
FBti0019836,2L,21413351,21413606,invader2{}499,256,5124,95.00%,91.02%,0.049991,invader2,39.1304347826087
FBti0063118,2R,697475,701792,invader2{}5057,4318,5124,16.87%,98.90%,0.001541,invader2,38.1985119518759
FBti0019240,2L,22076793,22077029,invader2{}523,237,5124,95.37%,92.83%,0.02425,invader2,36.4042933810376
FBti0019256,2L,22300300,22304444,invader2{}555,4145,5124,19.42%,97.56%,0.015542,invader2,36.6373697916667
FBti0019870,2L,22329289,22334333,invader2{}563,5045,5124,3.08%,98.68%,0.003707,invader2,35.9454855195911
FBti0018981,2R,798280,800356,invader2{}587,2077,5124,59.82%,96.75%,0.019829,invader2,38.1256133464181
FBti0064145,2R,924295,924363,invader2{}6084,69,5124,98.65%,100.00%,0,invader2,41.1992263056093
FBti0018982,2R,1023668,1023931,invader2{}621,264,5124,94.85%,97.35%,0.007461,invader2,36.986301369863
FBti0018983,2R,1115288,1120362,invader2{}633,5075,5124,1.46%,98.70%,0.010113,invader2,37.2490811422109
FBti0020169,3L,20033672,20034008,invader3{}1058,337,5484,94.20%,90.28%,0.00686,invader3,40.7106164383562
FBti0020183,3L,20888397,20888682,invader3{}1072,286,5484,94.78%,97.20%,0.00382,invader3,39.1076115485564
FBti0020320,3R,3533542,3539357,invader3{}1254,5816,5484,15.72%,99.50%,0,invader3,40.4606525911708
FBti0019329,3R,3644925,3645226,invader3{}1256,302,5484,94.49%,95.36%,0.02449,invader3,42.8943937418514
FBti0019085,X,19001851,19003020,invader3{}164,1170,5484,78.93%,85.23%,0.168568,invader3,39.1098484848485
FBti0059702,2L,20175810,20191234,invader3{}1641,15425,5484,94.42%,96.02%,0.03267,invader3,45.2249770431589
FBti0059748,2L,22951759,22953647,invader3{}1687,1889,5484,65.55%,99.79%,0.000834,invader3,36.8569958847737
FBti0059775,3R,3520354,3533541,invader3{}1714,13188,5484,58.74%,99.47%,1.90E-05,invader3,44.6171067360242
FBti0059843,3L,23479359,23480092,invader3{}1782,734,5484,87.21%,75.60%,0.309247,invader3,37.5183016105417
FBti0059869,2R,2232240,2232344,invader3{}1808,105,5484,98.14%,78.43%,0.03085,invader3,30.4657794676806
FBti0059870,2R,2250505,2250617,invader3{}1809,113,5484,98.01%,77.98%,0,invader3,30.3503787878788
FBti0059871,2R,2254527,2254650,invader3{}1810,124,5484,97.87%,78.63%,0,invader3,33.2077249175695
FBti0059872,2R,2257116,2257228,invader3{}1811,113,5484,98.01%,77.98%,0,invader3,31.5340909090909
FBti0059881,2R,2261545,2261668,invader3{}1820,124,5484,97.87%,78.63%,0,invader3,33.2548280734809
FBti0059883,2R,2264134,2264246,invader3{}1822,113,5484,98.01%,77.98%,0,invader3,30.3030303030303
FBti0019712,X,21818924,21824305,invader3{}240,5382,5484,1.86%,99.52%,0.002605,invader3,42.479674796748
FBti0060594,X,21686498,21687343,invader3{}2533,846,5484,84.57%,99.76%,0,invader3,30.8503162333099
FBti0060660,2R,1111507,1112991,invader3{}2599,1485,5484,75.71%,75.26%,0.326943,invader3,42.6808266360505
FBti0061753,X,22048508,22048679,invader3{}3692,172,5484,96.90%,73.53%,0.30386,invader3,35.0828729281768
FBti0061799,2R,551808,551871,invader3{}3738,64,5484,98.83%,84.38%,0.16023,invader3,34.7067377605429
FBti0019798,2L,20165749,20166090,invader3{}440,342,5484,94.15%,89.75%,0.00742,invader3,34.5004269854825
FBti0062756,3R,433458,433840,invader3{}4695,383,5484,93.50%,89.11%,0.102659,invader3,40.0923593618808
FBti0062795,2L,20175777,20175807,invader3{}4734,31,5484,99.43%,90.32%,0,invader3,41.4370078740157
FBti0062839,X,19820054,19821017,invader3{}4778,964,5484,84.55%,72.54%,0.005349,invader3,37.711006076975
FBti0062915,X,19830325,19830833,invader3{}4854,509,5484,91.78%,76.04%,0.00666,invader3,37.0813397129187
FBti0062917,X,19839211,19840688,invader3{}4856,1478,5484,75.81%,72.05%,0.005826,invader3,37.4280782508631
FBti0062919,X,19843883,19845421,invader3{}4858,1539,5484,74.90%,72.32%,0.000721,invader3,37.3303167420815
FBti0062921,X,19848618,19850156,invader3{}4860,1539,5484,74.90%,72.39%,0,invader3,37.3374788015828
FBti0063250,3L,23341160,23341275,invader3{}5189,116,5484,97.94%,84.07%,0.11515,invader3,37.4291115311909
FBti0064149,2R,793441,793550,invader3{}6088,110,5484,98.07%,83.02%,0.11546,invader3,34.7083926031294
FBti0064151,2R,931057,931099,invader3{}6090,43,5484,99.22%,86.05%,0.03829,invader3,42.1155729676787
FBti0018984,2R,1509626,1515099,invader3{}695,5474,5484,0.26%,99.89%,0.000862,invader3,42.0313127258129
FBti0019972,2R,2358324,2363800,invader3{}751,5477,5484,0.35%,99.84%,0.001347,invader3,39.4863563402889
FBti0020138,3L,17854014,17854359,invader4{}1027,346,3105,88.86%,99.13%,0.00907,invader4,38.6615515771526
FBti0019504,4,931025,934106,invader4{}1541,3082,3105,1.25%,99.32%,0.005319,invader4,39.9134028734501
FBti0059700,2L,20170364,20172565,invader4{}1639,2202,3105,49.87%,87.25%,0.107434,invader4,35.4761904761905
FBti0059730,2R,21145676,21146411,invader4{}1669,736,3105,76.73%,84.97%,0.045985,invader4,33.8582677165354
FBti0059845,3L,23589946,23592814,invader4{}1784,2869,3105,25.22%,91.08%,0.056567,invader4,40.6737880032868
FBti0060302,2L,21553739,21555442,invader4{}2241,1704,3105,45.32%,97.47%,0.022939,invader4,39.6812533765532
FBti0060345,2R,2322246,2323246,invader4{}2284,1001,3105,69.53%,73.20%,0.33516,invader4,40.6
FBti0060639,2L,22272125,22272473,invader4{}2578,349,3105,88.94%,73.55%,0.01842,invader4,39.6507666098807
FBti0060949,3L,23725985,23728857,invader4{}2888,2873,3105,10.16%,95.90%,0.004741,invader4,40.948275862069
FBti0062137,3R,27898683,27898730,invader4{}4076,48,3105,98.45%,79.17%,0.01869,invader4,36.1681329423265
FBti0062139,3R,27899116,27899684,invader4{}4078,569,3105,81.79%,87.28%,0,invader4,35.5140186915888
FBti0062140,3R,27899371,27899460,invader4{}4079,90,3105,97.10%,92.22%,0,invader4,34.8180076628352
FBti0062142,3R,27899685,27899714,invader4{}4081,30,3105,99.03%,83.33%,0,invader4,35.2709359605911
FBti0062144,3R,27900100,27900668,invader4{}4083,569,3105,81.79%,87.28%,0,invader4,37.7725856697819
FBti0062145,3R,27900355,27900444,invader4{}4084,90,3105,97.10%,92.22%,0,invader4,36.3505747126437
FBti0062147,3R,27900669,27900698,invader4{}4086,30,3105,99.03%,83.33%,0,invader4,35.3694581280788
FBti0062160,3R,27901084,27901652,invader4{}4099,569,3105,81.79%,87.28%,0,invader4,37.8115264797508
FBti0062162,3R,27901339,27901428,invader4{}4101,90,3105,97.10%,92.22%,0,invader4,36.3984674329502
FBti0062164,3R,27901653,27901682,invader4{}4103,30,3105,99.03%,83.33%,0,invader4,35.4187192118227
FBti0062165,3R,27902068,27902636,invader4{}4104,569,3105,81.79%,87.28%,0,invader4,37.8504672897196
FBti0062166,3R,27902323,27902412,invader4{}4105,90,3105,97.10%,92.22%,0,invader4,36.4463601532567
FBti0062168,3R,27902637,27902666,invader4{}4107,30,3105,99.03%,83.33%,0,invader4,35.4679802955665
FBti0062169,3R,27903052,27903620,invader4{}4108,569,3105,81.79%,87.28%,0,invader4,37.8504672897196
FBti0062171,3R,27903307,27903396,invader4{}4110,90,3105,97.10%,92.22%,0,invader4,36.4463601532567
FBti0062172,3R,27903621,27903650,invader4{}4111,30,3105,99.03%,83.33%,0,invader4,35.4679802955665
FBti0062173,3R,27904036,27904604,invader4{}4112,569,3105,81.79%,87.28%,0,invader4,35.8134920634921
FBti0062189,3R,27904291,27904380,invader4{}4128,90,3105,97.10%,92.22%,0,invader4,34.8863636363636
FBti0062191,3R,27904605,27904634,invader4{}4130,30,3105,99.03%,83.33%,0,invader4,31.9060773480663
FBti0062246,2L,21325156,21325216,invader4{}4185,61,3105,98.04%,95.08%,0,invader4,39.5631067961165
FBti0019234,2L,21653247,21656493,invader4{}511,3247,3105,6.40%,99.09%,0.005467,invader4,40.045766590389
FBti0019858,2L,22219233,22219578,invader4{}543,346,3105,88.86%,97.98%,1.00E-05,invader4,36.1466325660699
FBti0019386,3R,12015186,12015532,invader4{}sra[invader4.1371],347,3105,88.82%,99.71%,0,invader4,40.6649616368286
FBti0020258,3L,23378077,23378269,invader5{}1147,193,4038,95.22%,92.75%,0.071334,invader5,47.4452554744526
FBti0059705,2L,22329230,22337869,invader5{}1644,8640,4038,61.49%,80.54%,0.235447,invader5,35.7962022936642
FBti0019739,X,22103890,22107582,invader5{}267,3693,4038,8.83%,98.18%,0.012312,invader5,39.2656359803233
FBti0060363,2R,2310277,2315135,invader6{}2302,4859,4885,0.53%,99.92%,0.034578,invader6,40.7844852726742
FBti0060364,2R,2321053,2321813,invader6{}2303,761,4885,84.52%,68.43%,0.011592,invader6,37.2101449275362
FBti0060365,2R,2369366,2369402,invader6{}2304,37,4885,99.24%,91.89%,0.09084,invader6,37.671905697446
FBti0060413,2L,22270052,22272124,invader6{}2352,2073,4885,60.84%,72.27%,0.01301,invader6,39.0962671905697
FBti0062930,2L,21553344,21553730,invader6{}4869,387,4885,92.08%,96.64%,0.00077,invader6,38.2648784576697
FBti0063054,2R,1507142,1508111,invader6{}4993,970,4885,81.41%,71.24%,0.239755,invader6,39.1377568204783
FBti0063180,2R,602545,603731,invader6{}5119,1187,4885,78.34%,75.02%,0.30013,invader6,36.691776522285
FBti0063297,3L,23412876,23413163,invader6{}5236,288,4885,94.41%,73.36%,0.02543,invader6,35.6206293706294
FBti0020297,3R,332424,333503,jockey2{}1193,1080,3428,68.84%,94.58%,0.055327,jockey2,42.8710620331276
FBti0019638,X,15640376,15640527,jockey2{}141,152,3428,95.60%,96.69%,0.02406,jockey2,46.9084146908415
FBti0020426,4,647503,647826,jockey2{}1521,324,3428,90.55%,91.98%,0.06476,jockey2,34.1368919500646
FBti0059772,X,21042540,21045817,jockey2{}1711,3278,3428,49.84%,94.69%,0.06177,jockey2,39.8028809704321
FBti0060342,2R,2413812,2414046,jockey2{}2281,235,3428,93.42%,94.69%,0.03716,jockey2,43.6884512085945
FBti0019701,X,21507349,21507566,jockey2{}229,218,3428,93.64%,92.20%,0.06722,jockey2,34.7159603246168
FBti0060484,3L,23691569,23692021,jockey2{}2423,453,3428,87.57%,69.46%,0.01287,jockey2,36.4192495921697
FBti0060638,2R,1002786,1003483,jockey2{}2577,698,3428,81.37%,72.99%,0.04395,jockey2,38.8209121245829
FBti0060944,3L,23715099,23715277,jockey2{}2883,179,3428,95.02%,73.10%,0,jockey2,38.4191176470588
FBti0060972,2R,1019115,1019823,jockey2{}2911,709,3428,81.12%,73.82%,0.0326,jockey2,41.8389955686854
FBti0061359,3L,22981521,22981598,jockey2{}3298,78,3428,97.72%,76.92%,0.05297,jockey2,35.5149181905679
FBti0061462,2R,1363458,1364898,jockey2{}3401,1441,3428,63.42%,73.31%,0.323216,jockey2,37.8779069767442
FBti0061612,2R,4324405,4324624,jockey2{}3551,220,3428,93.80%,90.61%,0.08279,jockey2,36.9535826949076
FBti0061894,3L,16230499,16230586,jockey2{}3833,88,3428,97.64%,93.83%,0.05169,jockey2,33.6367992333493
